section,gene,p_adj
F3,CTIF,1
F3,CTSK,1
F3,CTU2,1
F3,CUTC,1
F3,CUX1,1
F3,CX3CL1,1
F3,CXCL10,1
F3,CXXC5,0.9828288118347202
F3,CYP27A1,1
F3,DAPK3,0.5642563722341655
F3,DCAF6,1
F3,DCXR,0.02523694320777036
F3,DDAH1,0.35021135630716776
F3,DDB2,1
F3,DDIT3,1
F3,DDRGK1,1
F3,DDT,0.2509204544893504
F3,DEAF1,1
F3,DENND1A,1
F3,DERL3,1
F3,DESI1,1
F3,DHX16,1
F3,DLG1,1
F3,DMAP1,1
F3,DNAJB2,1
F3,DNAJC1,1
F3,DNAJC7,1
F3,DOCK6,1
F3,DPH3,1
F3,DPM2,1
F3,DPP7,1
F3,DPP9,1
F3,DPYSL3,1
F3,DVL1,1
F3,EBAG9,0.8942269261370323
F3,ECHDC2,1
F3,ECM1,0.09807000962863872
F3,EFEMP2,1
F3,EFHD2,1
F3,EGFR,1
F3,EIF1AD,1
F3,EIF3B,0.055381353724252236
F3,EIF3F,1
F3,EIF3G,1
F3,ELN,1
F3,ELOF1,1
F3,EMC3,1
F3,ENPP1,1
F3,EPHB3,1
F3,ERAL1,0.002214155147930688
F3,ERBB2,8.174423328951476e-10
F3,ERI3,0.6812469783087512
F3,ERMP1,1
F3,ESR1,1
F3,ETFB,1
F3,EVA1B,1
F3,EXD3,1
F3,EXO1,1
F3,EXOC5,1
F3,EXOSC1,1
F3,EXOSC10,0.09821490117034046
F3,EXOSC2,1
F3,EZH2,1
F3,FAAH,0.8249886153680939
F3,FADS2,0.1522998955811707
F3,FAH,1
F3,FAIM2,1
F3,FAM102A,1
F3,FAM117A,1
F3,FAM118A,1
F3,FAM160B1,1
F3,FAM173A,1
F3,FAM193B,1
F3,FAM213B,1
F3,FAM3A,1
F3,FAM45A,1
F3,FAP,1
F3,FARP1,1
F3,FARSB,1
F3,FASN,1.3611795020537107e-14
F3,FBF1,1
F3,FBLN2,1
F3,FCER1G,1
F3,FDPS,1
F3,FGFR1,1
F3,FGFR4,1
F3,FKBP10,1
F3,FKBP8,1
F3,FLNA,1
F3,FN1,0.062440406133137935
F3,FNBP4,1
F3,FOXA1,0.8942269261370323
F3,FOXC1,1
F3,FOXP4,0.005659377843069458
F3,FSTL1,1
F3,FSTL3,1
F3,FUOM,1
F3,FUS,0.4912508443908937
F3,FZD2,1
F3,GALK1,1
F3,GANAB,1
F3,GAR1,1
F3,GAS6,1
F3,GATA3,1
F3,GATC,1
F3,GBP1,1
F3,GBP2,1
F3,GBP3,1
F3,GBP4,1
F3,GBP5,1
F3,GEMIN4,1
F3,GLCCI1,1
F3,GLG1,0.2491006944015738
F3,GLTSCR2,1.2005463821297308e-8
F3,GMFG,0.0023951627550743795
F3,GMPPA,1
F3,GNAI2,0.5056692496876387
F3,GNAS,1.9863926733704946e-5
F3,GNL2,1
F3,GPR108,1
F3,GPR160,0.4449503191169386
F3,GPRC5A,0.8450179075682528
F3,GPS1,0.30425465870914575
F3,GPSM1,1
F3,GPX3,1
F3,GRB7,5.152621805819222e-6
F3,GRK3,1
F3,GSK3A,0.9828288118347202
F3,GSTM3,0.012520778142849397
F3,GYPC,1
F3,HAGHL,0.06859972949435202
F3,HCFC1R1,1
F3,HCST,0.5056692496876387
F3,HDAC5,1
F3,HDAC6,1
F3,HELZ2,1
F3,HES1,1
F3,HLA-B,4.789646490084979e-6
F3,HLA-DMA,0.10900824604019495
F3,HLA-DMB,1.5045612252603612e-17
F3,HLA-DOA,0.7368800686967729
F3,HLA-DPA1,1
F3,HLA-DPB1,6.048741529318282e-5
F3,HLA-DRA,0.011897985446494575
F3,HLA-DRB1,1.4360728883164125e-5
F3,HMGB2,1
F3,HNRNPUL2,0.5606893039338124
F3,HOOK3,1
F3,HPS6,1
F3,HSD17B1,1
F3,HSPA4,1
F3,HSPB1,7.651044409540062e-9
F3,HSPB11,1
F3,HYI,0.5056692496876387
F3,IDH3G,1
F3,IDUA,1
F3,IER5L,1
F3,IFI27,0.6804943904460339
F3,IFI27L1,1
F3,IFI44L,1
F3,IGFBP2,0.012443780426694124
F3,IGFBP4,0.049757205567571114
F3,IGHA1,9.697882079205465e-5
F3,IGHG3,6.310280967865246e-8
F3,IGHG4,4.5375721428268715e-7
F3,IGHM,3.163205067061256e-9
F3,IGKC,7.473462079637511e-20
F3,IGLC2,5.7193985007845315e-11
F3,IGLC3,1.3489147407510687e-12
F3,IGLC7,0.007084231486355985
F3,IKZF3,1
F3,IL10RA,1
F3,ILKAP,1
F3,INAFM1,1
F3,INPP4B,1
F3,INPP5D,3.031734893404529e-4
F3,INPP5J,1
F3,INTS8,1
F3,ISG15,1
F3,ISLR,0.001519873219223707
F3,ITGA5,1
F3,ITGB4,1
F3,ITGB6,0.010103133337158194
F3,ITSN1,1
F3,JAG2,1
F3,JAK1,1
F3,JAK3,1
F3,JCHAIN,0.002163739696670974
F3,JMJD6,1
F3,KAT6B,1
F3,KATNA1,1
F3,KCNAB2,1
F3,KCTD10,1
F3,KDM4B,1
F3,KIAA0895L,1
F3,KIAA1211L,1
F3,KIAA1217,1
F3,KIAA1468,1
F3,KIAA1715,1
F3,KIF13B,1
F3,KIF2C,1
F3,KLF9,1
F3,KMT2B,0.6998313847478396
F3,KMT2E,1
F3,KPNB1,1
F3,KRAS,1
F3,KRT10,1
F3,KRT14,1
F3,KRT17,1
F3,KRT5,1
F3,KRT8,0.003439602429676865
F3,KRT86,1
F3,LAMB2,0.6979783401791712
F3,LAMTOR2,1
F3,LANCL1,1
F3,LARP1B,1
F3,LARP7,1
F3,LCK,0.054797864030291285
F3,LCP1,0.5053484660422345
F3,LGALS1,0.0014961080071265861
F3,LIMCH1,1
F3,LIMK1,1
F3,LINC00176,1
F3,LINGO1,1
F3,LLGL1,1
F3,LMF1,1
F3,LMNA,1
F3,LRRC8A,1
F3,LRWD1,1
F3,LST1,1
F3,LTB4R,1
F3,LTBP3,1
F3,LTF,1
F3,LUC7L,1
F3,LUC7L3,0.012640310600858106
F3,LUM,1
F3,LYL1,1
F3,MAGEF1,1
F3,MAGI1,1
F3,MAGOHB,1
F3,MAP1S,1
F3,MAP3K14,1
F3,MAP3K6,1
F3,MAP4K2,1
F3,MAPK9,1
F3,MAPKAPK5,1
F3,MAPT,1
F3,MARS,0.8006666413265932
F3,MAVS,0.003439602429676865
F3,MCTS1,1
F3,MDM2,1
F3,MED13L,1
F3,MED25,1
F3,MELK,1
F3,MEN1,1
F3,METTL12,1.5307560233094966e-5
F3,METTL16,1
F3,MFAP4,0.11788451666277955
F3,MFSD3,1
F3,MFSD7,1
F3,MGMT,1
F3,MGP,8.174423328951476e-10
F3,MIA,1
F3,MIB2,1
F3,MICAL1,1
F3,MICALL2,1
F3,MID1IP1,1
F3,MIF,1
F3,MIIP,1
F3,MKI67,1
F3,MKNK1,1
F3,MLLT4,1
F3,MLPH,2.3395722823049187e-4
F3,MLST8,1
F3,MMP11,0.04805925133919261
F3,MMP9,1
F3,MORC2,1
F3,MPND,1
F3,MPST,1
F3,MRPL2,1
F3,MRPL21,1
F3,MRPL23,1
F3,MRPL51,1
F3,MRPL54,1
F3,MRPS22,1
F3,MS4A6A,1
F3,MST1R,0.4393291082335722
F3,MTG2,1
F3,MTMR12,1
F3,MUC1,1
F3,MUCL1,1.923215191625836e-8
F3,MUS81,1
F3,MVP,0.35256949702300916
F3,MX2,1
F3,MYBL2,1
F3,MYC,1
F3,MYH10,1
F3,MYL12B,1
F3,MYL6B,1
F3,MYL9,0.8942269261370323
F3,MYO1G,1
F3,MYO9B,1
F3,MZT2A,1
F3,NAA10,1
F3,NANS,1
F3,NAT1,1
F3,NCKAP1L,1
F3,NCKAP5L,1
F3,NDC80,1
F3,NDRG1,0.02803946418950253
F3,NDUFA1,1
F3,NDUFA12,1
F3,NDUFB2,0.03171219524291634
F3,NDUFB3,1
F3,NDUFB9,0.055381353724252236
F3,NDUFC1,1
F3,NDUFS1,1
F3,NDUFV3,1
F3,NEBL,1
F3,NEK7,1
F3,NELFE,1
F3,NFATC4,1
F3,NFIC,1
F3,NINJ1,1
F3,NIT2,1
F3,NMRAL1,1
F3,NR1H2,1
F3,NR4A1,1
F3,NRP1,1
F3,NSMCE1,1
F3,NTMT1,1
F3,NUF2,1
F3,NUP214,1
F3,NUP93,1
F3,NXN,1
F3,OASL,1
F3,OGFRL1,1
F3,OPTN,0.730285976036063
F3,ORC2,1
F3,ORC6,1
F3,OSBPL8,1
F3,P4HA2,1
F3,PAF1,0.2599958144419278
F3,PAFAH1B3,1
F3,PAQR4,1
F3,PARN,1
F3,PCCB,1
F3,PCIF1,1
F3,PDCD5,1
F3,PDGFRA,1
F3,PDGFRB,1
F3,PER1,1
F3,PEX11G,1
F3,PEX14,0.8400652502272055
F3,PGLS,1
F3,PGR,1
F3,PHF11,1
F3,PHF13,1
F3,PHF21A,1
F3,PHGDH,1
F3,PHKB,1
F3,PIGQ,1
F3,PIH1D1,1
F3,PILRA,1
F3,PIM2,9.130555797128621e-6
F3,PITX1,0.013482603856500628
F3,PKNOX1,1
F3,PLAC9,1
F3,PLEKHO2,1
F3,PLIN2,1
F3,PLK1,1
F3,PLK2,6.955109746982126e-4
F3,PLLP,1
F3,PLP2,8.725831197881541e-7
F3,PLPPR2,0.2820785810826738
F3,PLSCR1,1
F3,PLTP,0.4279757894284091
F3,PLVAP,1
F3,PLXNA1,1
F3,PLXND1,0.6112098854160857
F3,PMP22,1
F3,PNISR,1
F3,PNMT,0.002756915127008266
F3,PNP,0.14971426030380489
F3,PNPLA6,1
F3,PODNL1,1
F3,PODXL,1
F3,POLR2E,1
F3,POLR2J,1
F3,POR,1
F3,POSTN,1
F3,PPHLN1,1
F3,PPIB,1
F3,PPIH,1
F3,PPM1G,1
F3,PPP1R1A,0.11788451666277955
F3,PPP1R1B,1
F3,PPP1R37,1
F3,PRKAB1,1
F3,PRKCSH,1
F3,PROSER1,1
F3,PRPF6,0.23573182771432946
F3,PRPSAP1,1
F3,PSCA,0.7824704045952713
F3,PSMD4,1
F3,PSTPIP1,0.0796561328465952
F3,PTGDS,0.06588316324142027
F3,PTOV1,1
F3,PTP4A3,0.07740492350815759
F3,PTPRC,1
F3,PTPRJ,1
F3,PTRF,0.30425465870914575
F3,PTRH1,1
F3,PTTG1,1
F3,PUS3,1
F3,PWP1,1
F3,PWWP2B,0.9828288118347202
F3,PXDN,1
F3,PYURF,1
F3,QSOX1,1
F3,R3HDM2,1
F3,RAB11FIP1,1
F3,RAB3A,1
F3,RAB3GAP1,1
F3,RAB3IL1,1
F3,RABGAP1L,1
F3,RALBP1,1
F3,RALGAPA2,1
F3,RAMP2,1
F3,RAP1B,1
F3,RARS2,1
F3,RASA2,1
F3,RASGRP2,0.06546562002141766
F3,RASSF3,1
F3,RBL1,1
F3,RBM42,0.44560709117835623
F3,RECQL4,1
F3,RECQL5,1
F3,REEP6,1
F3,RGS1,1
F3,RHOB,1
F3,RIOK1,1
F3,RMND1,0.9495626654808015
F3,RNASET2,1
F3,RND3,1
F3,RNF135,1
F3,RNF170,1
F3,RRAS,1
F3,RRM2,1
F3,RSL1D1,1
F3,RSRP1,1
F3,RUVBL1,1
F3,S100A14,3.370987479519347e-5
F3,S100A9,0.7883906977272657
F3,SAMM50,1
F3,SASH1,1
F3,SAT1,1
F3,SCAF1,1
F3,SCD,2.833239748186537e-6
F3,SCNN1D,1
F3,SCX,1
F3,SDHB,1
F3,SEC14L2,1
F3,SEC23A,1
F3,SEMA3B,1
F3,SEMA4B,1
F3,SF3B4,1
F3,SFSWAP,1
F3,SGTA,0.5606893039338124
F3,SH3BP5L,1
F3,SIGLEC1,1
F3,SIGMAR1,1
F3,SLC16A2,1
F3,SLC16A3,1
F3,SLC22A18,1
F3,SLC25A24,1
F3,SLC2A1,1
F3,SLC2A8,0.969136518283086
F3,SLC35A2,1
F3,SLC39A6,1
F3,SLC43A1,1
F3,SLC4A5,1
F3,SLC8B1,1
F3,SLC9A3R2,0.5606893039338124
F3,SLC9A8,1
F3,SLFN13,1
F3,SLPI,1
F3,SMCHD1,1
F3,SMG9,1
F3,SMYD2,1
F3,SNAPC3,1
F3,SNF8,0.2820785810826738
F3,SNRPD3,1
F3,SNTA1,1
F3,SNX33,1
F3,SNX8,1
F3,SOD3,1
F3,SOS2,0.6569411948868956
F3,SOX4,1
F3,SP6,1
F3,SPAG9,1
F3,SPARC,1
F3,SPIN1,1
F3,SPSB1,1
F3,SRGN,1
F3,SRPX2,1
F3,SRR,1
F3,SRRT,1
F3,SRSF1,1
F3,SRSF5,1
F3,SSSCA1,1
F3,STAMBP,1
F3,STAT5A,1
F3,STK17A,1
F3,STK4,1
F3,STMN1,1
F3,STRN3,0.04019763992314879
F3,STT3A,1
F3,SUGP1,1
F3,SURF1,1
F3,SVIL,0.07740492350815759
F3,SYDE1,1
F3,SYK,0.7139807184577768
F3,TACC3,1
F3,TANC2,1
F3,TARBP1,1
F3,TAX1BP1,1
F3,TAX1BP3,0.007383025005543611
F3,TBC1D10A,1
F3,TBC1D23,1
F3,TBCA,1
F3,TBXAS1,1
F3,TCEA2,1
F3,TCEA3,1
F3,TCF25,0.4829816180479856
F3,TDRD3,1
F3,TESK1,1
F3,TESMIN,1
F3,TEX10,1
F3,TEX2,1
F3,TFF3,1
F3,TGFBR2,1
F3,THBS1,1
F3,THOC5,1
F3,THOC6,1
F3,TIGD5,1
F3,TIMP1,0.003439602429676865
F3,TJP3,1
F3,TM7SF2,1
F3,TMBIM6,0.045106655879134726
F3,TMEM101,1
F3,TMEM123,1
F3,TMEM14B,1
F3,TMEM160,1
F3,TMEM184A,1
F3,TMEM259,1
F3,TMEM45B,1
F3,TMEM86A,1
F3,TMX1,1
F3,TNC,1
F3,TNFRSF14,0.2314102709430991
F3,TNFRSF21,1
F3,TNFRSF4,1
F3,TNNT1,1
F3,TOM1L2,0.07740492350815759
F3,TP53I3,1
F3,TPM2,1
F3,TRAC,0.011419400369448104
F3,TRAF5,1
F3,TRAP1,0.6426199027229875
F3,TRAPPC4,1
F3,TRIM14,1
F3,TRIM22,0.6665818485905873
F3,TRIM25,1
F3,TRIM47,1
F3,TSPAN33,1
F3,TSR2,1
F3,TTC31,1
F3,TTI1,1
F3,TXN2,0.10688595054572937
F3,TXNDC17,1
F3,TXNRD2,1
F3,TYMS,1
F3,TYROBP,0.004132852724429354
F3,UBA52,0.007442182825877636
F3,UBA6,1
F3,UBAP2L,1
F3,UBE2C,1
F3,UBE2T,1
F3,UBE2W,1
F3,UBL7,1
F3,UBR2,1
F3,UBXN1,1
F3,UCK1,1
F3,UFD1L,1
F3,UQCRC1,0.13880918978147502
F3,UXS1,1
F3,UXT,0.0848047498089921
F3,VARS,1
F3,VAV1,1
F3,VCAM1,1
F3,VEGFB,1
F3,VIM,0.062440406133137935
F3,VPS13D,1
F3,VPS45,1
F3,VWF,0.07526829562063364
F3,WDFY3,1
F3,WDR13,1
F3,WDR34,1
F3,WDR46,1
F3,WDR73,1
F3,WDR74,1
F3,WIPF1,1
F3,XAB2,0.7021229278703668
F3,XIAP,1
F3,XPO6,1
F3,YIPF4,1
F3,YTHDC1,1
F3,ZDHHC12,1
F3,ZFAND3,1
F3,ZFP36,1
F3,ZFPL1,1
F3,ZFR,1
F3,ZG16B,1
F3,ZMAT5,1
F3,ZMYND19,1
F3,ZMYND8,1
F3,ZNF217,1
F3,ZNF337,1
F3,ZNF33B,1
F3,ZNF362,1
F3,ZNF524,1
F3,ZNF592,1
F3,ZNF644,0.8864312808147509
F3,ZNF668,1
F3,ZNF771,1
F3,ZNF787,1
F3,ZNF791,1
F3,ZNF83,1
F3,ZNF91,1
F3,ZNRF1,1
F3,ZSWIM8,1
G1,A2M,0.054487520731329675
G1,AAMDC,1
G1,ABCA3,1
G1,ABCA7,1
G1,ABCF3,0.899161433663819
G1,ABHD14A,1
G1,ABHD4,1
G1,ACAA1,1
G1,ACER3,1
G1,ACTR3B,1
G1,ADAM15,2.3748885024431335e-5
G1,ADCY3,1
G1,ADI1,0.02392085824636398
G1,AEBP1,1.0650727438025788e-9
G1,AES,0.1044642116423622
G1,AGAP2,1
G1,AGO2,1
G1,AGPAT2,1
G1,AGR2,0.007568760315139047
G1,AHCY,0.3952339476701698
G1,AKAP9,1
G1,AKR1A1,1
G1,AKT1S1,1
G1,ALDH16A1,1
G1,ALG3,1
G1,ANGPTL4,0.3305300493292215
G1,ANKLE2,1
G1,ANKRD12,1
G1,ANKRD28,1
G1,ANLN,0.07123279892387403
G1,ANO10,1
G1,AP5B1,1
G1,AP5Z1,1
G1,APBA2,1
G1,APBB2,1
G1,APOBEC3G,1
G1,APOC1,0.10249693640245353
G1,AQP1,1
G1,ARF5,1
G1,ARF6,1
G1,ARFGEF2,1
G1,ARHGAP10,1
G1,ARHGAP4,1
G1,ARHGAP45,1
G1,ARHGAP5,0.6129020105743944
G1,ARHGEF10L,1
G1,ARHGEF3,1
G1,ARHGEF40,1
G1,ARID1B,1
G1,ARID3A,1
G1,ARID4A,1
G1,ARID5A,1
G1,ARID5B,1
G1,ARNT,1
G1,ASCL2,1
G1,ASH2L,1
G1,ASL,1
G1,ASMTL,1
G1,ASNA1,0.08882972523175332
G1,ASNS,1
G1,ATAD1,1
G1,ATF6B,1
G1,ATG12,1
G1,ATG16L2,1
G1,ATL2,1
G1,ATP5H,1
G1,ATP5O,0.3983940680917855
G1,ATP6AP1,0.054355169401328514
G1,ATP6V0D1,1
G1,AURKAIP1,1
G1,AVEN,1
G1,BABAM1,0.9805132507899503
G1,BAD,0.4521469715430574
G1,BAG1,1
G1,BAIAP3,1
G1,BCAM,0.06668586886174277
G1,BCL2,1
G1,BCL2L12,1
G1,BGN,9.56287392479971e-4
G1,BICDL1,1
G1,BIN3,0.3983940680917855
G1,BIRC2,1
G1,BIRC5,1
G1,BLVRA,0.6275393868071183
G1,BOK,1
G1,BOLA3,1
G1,BRD9,0.13849794491255504
G1,BRF1,1
G1,BRF2,0.6755832012342743
G1,BRK1,1
G1,BRPF1,1
G1,BSG,0.026977289568636202
G1,BST2,7.329013526775867e-7
G1,BTG1,0.11156122878390104
G1,C10orf10,1
G1,C10orf54,1
G1,C12orf45,1
G1,C15orf61,1
G1,C19orf24,1
G1,C19orf52,1
G1,C19orf60,1
G1,C1QB,1
G1,C1R,0.7451003441216716
G1,C1S,0.455212325153426
G1,C1orf216,1
G1,C2,1
G1,C2CD2L,1
G1,C3,4.080894644166633e-5
G1,C4orf48,1
G1,C5orf38,1
G1,C6orf136,1
G1,C6orf48,1
G1,CADM4,1
G1,CALML5,1
G1,CAMTA2,1
G1,CAPG,0.030037070888323292
G1,CARS2,1
G1,CBLC,1
G1,CCDC106,1
G1,CCDC167,0.5390323385817252
G1,CCDC57,1
G1,CCDC80,1
G1,CCDC88B,1
G1,CCL19,0.9101121054334427
G1,CCL2,0.06001801538504417
G1,CCL21,0.021258042311070327
G1,CCM2,0.1044642116423622
G1,CCNB1,1
G1,CCNB1IP1,1
G1,CCNE1,1
G1,CCNE2,1
G1,CCS,1
G1,CCT4,1
G1,CD14,1
G1,CD320,1
G1,CD3D,1
G1,CD4,0.6182210930607088
G1,CD52,0.6028015788447748
G1,CD68,0.14544613155422106
G1,CD74,0.02858058051821097
G1,CD79A,0.9849727106548871
G1,CDC20,1
G1,CDC6,1
G1,CDH11,0.3983940680917855
G1,CDH3,0.1044642116423622
G1,CDK5RAP1,1
G1,CENPF,1
G1,CEP250,1
G1,CEP55,1
G1,CERCAM,1
G1,CERS5,1
G1,CES2,1
G1,CFAP36,1
G1,CFDP1,1
G1,CGGBP1,1
G1,CHCHD6,1
G1,CHD1,1
G1,CHD6,1
G1,CHFR,1
G1,CHST11,1
G1,CIR1,1
G1,CLASRP,0.7451003441216716
G1,CLDN3,0.008847621083638658
G1,CLDN4,0.0527822659734394
G1,CLU,3.1985589417780387e-4
G1,CNN2,0.008847621083638658
G1,COL14A1,1
G1,COL3A1,1.3898383209176622e-16
G1,COL4A1,0.37646086127859135
G1,COL6A2,0.0508589937806405
G1,COL8A2,0.417839897263156
G1,COMMD1,1
G1,COMP,2.8811277270386714e-6
G1,COPS7A,1
G1,COQ4,1
G1,CORO1A,1
G1,CORO1B,1
G1,CORO2A,0.16066617470743585
G1,CORO7,1
G1,COX5A,1
G1,CPNE1,0.05851766767521752
G1,CPSF1,0.399187470892825
G1,CPVL,1
G1,CRABP2,0.019777800387680473
G1,CRACR2B,0.1409986601771708
G1,CRELD2,1
G1,CROCC,1
G1,CSF1,1
G1,CSF1R,1
G1,CTDSPL,1
G1,CTIF,1
G1,CTSK,0.010853258573385446
G1,CTU2,1
G1,CUTC,1
G1,CUX1,1
G1,CX3CL1,7.3435863165514695e-6
G1,CXCL10,1
G1,CXXC5,0.1414052796569171
G1,CYP27A1,1
G1,DAPK3,1
G1,DCAF6,1
G1,DCXR,1
G1,DDAH1,0.6448014331048034
G1,DDB2,1
G1,DDIT3,1
G1,DDRGK1,1
G1,DDT,1
G1,DEAF1,1
G1,DENND1A,1
G1,DERL3,1
G1,DESI1,1
G1,DHX16,1
G1,DLG1,0.5390323385817252
G1,DMAP1,1
G1,DNAJB2,1
G1,DNAJC1,1
G1,DNAJC7,1
G1,DOCK6,1
G1,DPH3,1
G1,DPM2,1
G1,DPP7,1
G1,DPP9,1
G1,DPYSL3,7.3435863165514695e-6
G1,DVL1,1
G1,EBAG9,1
G1,ECHDC2,0.6453485181937396
G1,ECM1,0.023200668172091782
G1,EFEMP2,0.7642078052926581
G1,EFHD2,1
G1,EGFR,1
G1,EIF1AD,1
G1,EIF3B,0.006483558741185099
G1,EIF3F,1
G1,EIF3G,1
G1,ELN,1
G1,ELOF1,1
G1,EMC3,1
G1,ENPP1,0.6755832012342743
G1,EPHB3,0.08978832665153923
G1,ERAL1,1
G1,ERBB2,6.923918139468097e-5
G1,ERI3,1
G1,ERMP1,1
G1,ESR1,0.007568760315139047
G1,ETFB,1
G1,EVA1B,0.6755832012342743
G1,EXD3,1
G1,EXO1,1
G1,EXOC5,1
G1,EXOSC1,1
G1,EXOSC10,1
G1,EXOSC2,1
G1,EZH2,1
G1,FAAH,1
G1,FADS2,2.521038305822205e-6
G1,FAH,1
G1,FAIM2,1
G1,FAM102A,1
G1,FAM117A,1
G1,FAM118A,1
G1,FAM160B1,1
G1,FAM173A,1
G1,FAM193B,7.600948097834726e-6
G1,FAM213B,1
G1,FAM3A,1
G1,FAM45A,1
G1,FAP,0.06728142097292171
G1,FARP1,1
G1,FARSB,1
G1,FASN,0.1519685395831406
G1,FBF1,1
G1,FBLN2,1
G1,FCER1G,1
G1,FDPS,1
G1,FGFR1,0.10491122128136474
G1,FGFR4,0.008947398512146362
G1,FKBP10,1
G1,FKBP8,1
G1,FLNA,2.2778178958954248e-5
G1,FN1,6.510653931678414e-10
G1,FNBP4,1
G1,FOXA1,0.10249693640245353
G1,FOXC1,1
G1,FOXP4,0.08728442784282334
G1,FSTL1,2.005661383425162e-4
G1,FSTL3,1
G1,FUOM,1
G1,FUS,1
G1,FZD2,1
G1,GALK1,1
G1,GANAB,0.24305540954148724
G1,GAR1,1
G1,GAS6,1.2742278765683248e-7
G1,GATA3,0.06668586886174277
G1,GATC,1
G1,GBP1,0.09412329988969054
G1,GBP2,1
G1,GBP3,1
G1,GBP4,1
G1,GBP5,1
G1,GEMIN4,1
G1,GLCCI1,1
G1,GLG1,0.6755832012342743
G1,GLTSCR2,1
G1,GMFG,1
G1,GMPPA,1
G1,GNAI2,1
G1,GNAS,3.393582728215514e-5
G1,GNL2,0.5390323385817252
G1,GPR108,1
G1,GPR160,0.46170301931275276
G1,GPRC5A,0.4102568470680103
G1,GPS1,1
G1,GPSM1,1
G1,GPX3,0.417839897263156
G1,GRB7,0.007568760315139047
G1,GRK3,1
G1,GSK3A,0.3952339476701698
G1,GSTM3,1
G1,GYPC,1
G1,HAGHL,1
G1,HCFC1R1,0.02659843035923324
G1,HCST,1
G1,HDAC5,0.8507122395567016
G1,HDAC6,1
G1,HELZ2,0.059058023552874594
G1,HES1,0.018469802330615875
G1,HLA-B,4.76067773399473e-5
G1,HLA-DMA,0.399187470892825
G1,HLA-DMB,1
G1,HLA-DOA,1
G1,HLA-DPA1,1
G1,HLA-DPB1,0.8379834415040037
G1,HLA-DRA,1.2742278765683248e-7
G1,HLA-DRB1,0.6028015788447748
G1,HMGB2,1
G1,HNRNPUL2,1
G1,HOOK3,0.32782218049527945
G1,HPS6,0.8507122395567016
G1,HSD17B1,1
G1,HSPA4,1
G1,HSPB1,0.005067873096312766
G1,HSPB11,1
G1,HYI,0.44148382370922407
G1,IDH3G,1
G1,IDUA,1
G1,IER5L,1
G1,IFI27,1.3286217572612778e-6
G1,IFI27L1,1
G1,IFI44L,0.004033507783709704
G1,IGFBP2,0.001960927359048477
G1,IGFBP4,0.1044642116423622
G1,IGHA1,1
G1,IGHG3,0.2944371334808365
G1,IGHG4,2.0242514573919084e-7
G1,IGHM,1
G1,IGKC,0.1336255255254551
G1,IGLC2,3.393582728215514e-5
G1,IGLC3,1
G1,IGLC7,0.6275393868071183
G1,IKZF3,1
G1,IL10RA,0.4130259227056461
G1,ILKAP,1
G1,INAFM1,1
G1,INPP4B,1
G1,INPP5D,1
G1,INPP5J,1
G1,INTS8,0.6448014331048034
G1,ISG15,1.146969102113394e-6
G1,ISLR,1
G1,ITGA5,1
G1,ITGB4,0.30814990310773566
G1,ITGB6,3.154921984822736e-4
G1,ITSN1,1
G1,JAG2,1
G1,JAK1,0.019909109567367324
G1,JAK3,1
G1,JCHAIN,1
G1,JMJD6,0.24305540954148724
G1,KAT6B,1
G1,KATNA1,1
G1,KCNAB2,1
G1,KCTD10,1
G1,KDM4B,1
G1,KIAA0895L,1
G1,KIAA1211L,1
G1,KIAA1217,0.11156122878390104
G1,KIAA1468,1
G1,KIAA1715,0.2458823006206704
G1,KIF13B,1
G1,KIF2C,0.44148382370922407
G1,KLF9,1
G1,KMT2B,1
G1,KMT2E,1
G1,KPNB1,1
G1,KRAS,1
G1,KRT10,1
G1,KRT14,1
G1,KRT17,0.5044738654533385
G1,KRT5,1
G1,KRT8,0.0028417291759306068
G1,KRT86,1
G1,LAMB2,0.4150106148334001
G1,LAMTOR2,0.08728442784282334
G1,LANCL1,1
G1,LARP1B,1
G1,LARP7,1
G1,LCK,1
G1,LCP1,1
G1,LGALS1,0.08374152611669937
G1,LIMCH1,1
G1,LIMK1,1
G1,LINC00176,1
G1,LINGO1,1
G1,LLGL1,1
G1,LMF1,1
G1,LMNA,0.5282092552324237
G1,LRRC8A,0.27616567018555194
G1,LRWD1,1
G1,LST1,1
G1,LTB4R,1
G1,LTBP3,0.03203521587015079
G1,LTF,0.037047517473367764
G1,LUC7L,1
G1,LUC7L3,0.6668054268591529
G1,LUM,8.416953468944876e-16
G1,LYL1,0.7658929403281262
G1,MAGEF1,1
G1,MAGI1,1
G1,MAGOHB,1
G1,MAP1S,1
G1,MAP3K14,1
G1,MAP3K6,1
G1,MAP4K2,1
G1,MAPK9,1
G1,MAPKAPK5,1
G1,MAPT,1
G1,MARS,1
G1,MAVS,1
G1,MCTS1,1
G1,MDM2,1
G1,MED13L,1
G1,MED25,1
G1,MELK,1
G1,MEN1,1
G1,METTL12,1
G1,METTL16,1
G1,MFAP4,0.03807108506196478
G1,MFSD3,1
G1,MFSD7,1
G1,MGMT,1
G1,MGP,4.4067119228073353e-7
G1,MIA,1
G1,MIB2,1
G1,MICAL1,1
G1,MICALL2,0.8621366717668594
G1,MID1IP1,0.05656630644293279
G1,MIF,1
G1,MIIP,1
G1,MKI67,1
G1,MKNK1,1
G1,MLLT4,1
G1,MLPH,0.09058121127930498
G1,MLST8,1
